k_all	ksat_all	RCm	RCbeta	soilD_all	error
12.94319	0.00751	1.12254	2.12425	1.1215	26.08188
9.87171	0.00529	1.72431	0.11607	0.95692	17.81024
10.04738	0.0082	1.76695	1.28045	1.12268	24.4207
18.14562	0.00531	1.85493	4.54494	0.87646	21.51642
6.51715	0.00359	1.04654	1.27962	0.81862	20.57984
15.7573	0.00748	0.4908	3.05364	0.68221	18.76497
19.85371	0.00319	0.57612	0.80062	1.03544	21.72752
19.27003	0.0091	1.55441	1.01405	0.70188	22.11865
12.11224	0.00691	1.01384	4.10604	0.89054	21.06068
10.62032	0.00606	1.78623	0.38925	1.00009	18.13086
12.40875	0.00855	0.82443	4.28336	1.19536	23.9636
7.76146	0.00601	1.62505	4.03232	1.0542	22.97815
7.79354	0.00804	1.70692	1.66423	1.44795	26.62494
13.6939	0.00582	1.26398	0.27218	0.53317	18.9856
7.90963	0.00433	0.83491	2.79027	1.43778	25.15276
12.33271	0.00223	1.96834	3.85753	1.11863	21.08035
8.75084	0.00519	1.76598	2.90883	0.55182	18.24821
10.70848	0.00343	0.30807	1.05571	1.25284	21.72877
19.36378	0.00632	1.64193	0.84449	0.65376	20.36012
7.20359	0.00382	0.64846	4.70638	1.43758	22.1412
12.16036	0.00568	0.99679	2.17967	0.54333	16.60083
9.87257	0.00323	1.45233	1.73885	0.87499	22.64858
14.78674	0.00453	0.67348	1.4041	1.44258	28.39578
19.85919	0.00881	1.82237	3.35414	0.76187	22.76912
8.52399	0.00498	1.51005	4.61013	0.95474	20.75948
10.0088	0.00694	1.7978	1.40749	1.069	23.97794
11.02658	0.00937	0.61458	0.50967	0.98089	26.28819
15.98594	0.0053	1.28637	1.77268	1.15326	26.33448
19.39502	0.00216	1.89044	0.91492	1.32325	23.18212
18.75137	0.00828	1.80779	1.47354	0.64987	21.15548
5.38209	0.00618	0.52961	0.59698	1.15456	25.26448
17.75117	0.00193	1.30389	0.32683	1.27187	21.32539
12.89066	0.00713	0.87853	1.47091	1.43446	29.94607
7.61274	0.0097	0.53625	2.13564	1.20669	25.58817
13.63152	0.00817	1.13057	3.56484	0.72655	20.77483
19.46576	0.00815	0.47029	4.3828	0.8753	21.56225
18.07683	0.00197	0.77015	4.11198	0.97293	16.15301
18.84148	0.00836	1.2943	2.86531	0.86899	23.1878
16.03076	0.0076	0.59104	0.3187	0.51836	20.22367
11.80755	0.00243	0.65258	1.75028	1.02981	20.21557
9.00465	0.00295	1.2977	1.2607	0.61556	19.75134
9.74797	0.00363	0.45534	1.45636	1.43949	24.34829
17.44463	0.00698	0.66028	4.08557	1.3162	24.15764
16.37519	0.00225	1.04571	0.56643	1.03492	24.56977
18.68519	0.00869	0.83488	2.85615	0.56042	18.37091
12.40934	0.00789	1.53616	1.22932	1.14745	25.36276
7.79973	0.00741	0.40447	2.22438	1.32328	24.55037
16.86715	0.00338	0.70348	2.16084	1.08848	21.3745
17.26267	0.00185	0.28617	2.72657	1.15604	16.29967
19.296	0.0052	1.1975	4.3379	0.87726	20.5236
12.73308	0.00607	1.99665	0.18442	1.08327	17.35885
14.62533	0.00953	0.72737	3.86091	1.00514	22.75148
13.94685	0.00594	1.4387	1.63051	1.03876	25.16348
10.72694	0.00694	0.6756	2.82734	1.01869	21.85628
13.94313	0.00618	1.02801	3.69361	0.54648	16.10761
11.27041	0.00648	0.37415	1.7143	0.89055	20.79303
17.27979	0.00249	1.19755	4.3346	1.2553	21.24603
5.5754	0.00715	1.10811	0.71301	1.20442	25.32591
19.15902	0.00706	0.33249	0.25914	0.82071	21.93842
16.5513	0.00858	1.74161	1.2287	1.08852	24.64749
5.52634	0.00817	0.80898	0.24031	1.17347	24.36978
8.02396	0.00384	1.83468	3.15984	1.29527	23.90935
7.84756	0.0066	1.36657	2.69694	1.24048	26.39925
6.00563	0.00271	1.57671	1.89614	0.78581	20.9897
8.40105	0.00826	1.24004	1.21508	1.26875	26.99861
18.71252	0.00815	0.28449	1.75268	0.94603	22.29173
18.12756	0.00418	0.27985	3.31151	0.78248	16.5246
8.88732	0.00681	1.23229	3.8482	1.31566	25.75099
9.94728	0.00711	0.57255	0.35263	1.40947	28.69339
16.30083	0.00841	1.71811	2.92893	0.87353	23.67364
11.41217	0.00816	1.06667	3.51667	1.02205	22.82244
10.58688	0.00963	0.68994	4.49254	0.57835	17.48818
18.79799	0.00878	1.91205	2.96493	0.58849	20.51314
5.88058	0.00781	1.52758	1.69494	1.42327	26.97521
7.34455	0.00933	1.07711	0.1439	1.08089	20.10033
11.83664	0.00773	1.54513	4.06284	0.52784	17.01895
17.7801	0.00301	0.83688	2.58432	0.55456	15.30041
13.32697	0.00783	1.47524	1.70373	0.91848	24.76532
16.14566	0.0052	0.27182	4.53712	1.37425	22.76165
5.94444	0.00348	1.47152	0.21022	1.32093	18.18107
16.33953	0.00439	1.91064	1.31474	0.63949	20.09463
15.653	0.00145	0.25029	3.66014	1.43611	18.97174
16.30308	0.00155	0.90809	2.03272	0.75022	16.68443
14.56325	0.00259	1.98803	2.00547	1.41466	24.55903
7.70418	0.003	0.30316	0.68171	0.7573	15.64534
13.10977	0.00791	1.54681	1.85069	1.03903	25.33113
11.80192	0.00133	1.12182	4.39995	1.30259	20.07384
15.88864	0.0042	1.05545	1.29674	0.53665	18.93877
10.25879	0.00207	0.63632	3.2319	1.40642	21.27238
5.65832	0.00561	0.53702	2.12148	1.36013	24.26553
6.19754	0.00794	0.9209	0.5695	1.21826	26.0656
6.59458	0.0053	1.737	1.99248	1.13219	24.09894
8.95171	0.0087	1.75597	4.72928	1.37522	26.97035
6.63149	0.00326	0.8656	3.88749	0.73115	15.1998
11.35387	0.00247	1.08103	2.22042	1.2506	23.46983
16.20419	0.00834	0.5691	2.05169	1.40859	28.48669
12.41239	0.00615	0.34166	3.35466	0.88374	18.95536
10.81393	0.00641	1.96579	1.77536	0.79101	21.75007
9.49543	0.00639	0.50077	0.65431	0.57512	18.67201
14.24165	0.00311	1.79977	4.07256	0.56395	16.28181
14.36432	0.00118	1.67327	3.02688	1.12146	21.74936
9.77759	0.00651	1.2858	3.40173	0.52736	16.04874
6.1166	0.00356	0.32678	2.46438	1.44333	22.10538
5.26363	0.00443	0.79825	1.35149	1.08501	22.55335
16.06856	0.00427	0.85389	0.18962	0.98611	23.47566
18.57877	0.00457	0.68306	4.98379	0.84103	17.64311
9.72214	0.00252	0.90713	2.30019	1.30909	22.63038
13.21439	0.00511	0.5678	3.0511	1.49071	25.28244
19.14693	0.0078	0.56667	0.29693	1.37262	28.74424
5.26953	0.00433	1.64027	3.76925	0.88754	20.55326
13.60246	0.00353	0.3423	4.5017	1.38796	21.76448
6.50872	0.00243	0.52351	4.75739	0.71733	13.86146
19.6073	0.00328	1.73954	0.10789	1.02025	17.86285
16.45416	0.00338	0.61712	0.35782	0.96844	23.42807
17.28786	0.00242	0.44841	3.6879	1.3134	20.60104
8.82828	0.00692	1.09894	2.11586	1.24393	27.3973
15.45517	0.00501	1.53265	1.27906	1.48296	26.39264
8.29621	0.00477	1.88148	3.25907	1.20379	23.57765
16.28663	0.00209	1.42751	0.3265	1.33746	20.44633
10.14281	0.00906	0.96979	1.0849	0.79507	23.38654
11.70253	0.00262	1.30645	3.25132	1.01297	20.31609
10.3637	0.00764	1.34773	3.62883	0.75452	20.95081
9.54408	0.00245	0.63975	0.94518	1.1268	21.38602
5.35933	0.00412	1.70485	4.71754	1.21125	22.52051
10.59565	0.00244	1.26099	1.79182	0.98268	22.41327
13.02073	0.0033	0.95575	3.30985	1.47447	24.33858
18.60696	0.00181	1.26765	0.24909	0.85993	19.93495
15.67262	0.00295	0.28878	0.33738	1.06129	21.09986
11.56076	0.00966	0.60579	2.14907	1.42029	30.00518
18.45091	0.00938	0.79356	4.65236	0.77192	21.48065
10.22449	0.00787	1.41686	3.77106	0.59467	18.58187
11.43403	0.00232	1.82533	1.97174	1.37235	24.43108
18.94386	0.00338	1.49509	0.29801	1.28148	19.59938
14.04277	0.00311	0.84086	0.37851	0.52952	20.08554
15.1511	0.0092	1.30131	3.31069	1.16418	26.54539
8.52303	0.00403	1.47762	0.58349	1.46391	22.70286
18.89935	0.00131	0.52975	1.36934	0.852	15.99538
13.14247	0.00123	1.25021	2.30285	0.72182	17.67942
15.82751	0.00678	0.61634	4.70535	1.32619	23.46222
9.51551	0.00284	0.36987	3.42832	0.82791	14.8258
5.34332	0.00836	0.84413	3.33322	0.68124	19.07829
7.07636	0.00875	0.78147	4.18568	1.37949	26.49128
18.87752	0.00806	0.68146	2.72055	0.5546	17.73025
13.81199	0.00623	1.34949	4.07232	1.10622	23.18003
8.85604	0.00998	1.24115	1.46455	0.86304	25.15178
12.79349	0.00967	0.48538	0.82037	1.09036	25.9428
12.95258	0.00945	1.45417	3.72321	0.55038	18.45926
5.50261	0.00492	1.95501	2.61339	0.54867	17.6779
5.02041	0.00705	1.20348	3.7162	0.73121	19.43716
19.53388	0.00985	0.29694	1.18217	1.3193	27.57349
15.39404	0.00734	1.77551	2.81976	1.39256	26.9236
19.5382	0.00919	0.56507	0.86115	1.29887	31.16906
9.33465	0.00287	1.72712	4.0775	0.52929	15.28978
8.57464	0.00495	1.21658	4.92171	1.06129	20.82264
16.01577	0.00538	1.72943	3.85973	1.25925	24.79456
19.64023	0.00315	1.68769	1.49721	0.86524	22.68275
9.06147	0.00184	1.03531	0.987	1.15543	25.68904
19.94258	0.00311	1.26037	4.44503	1.06419	20.56969
18.01878	0.00374	0.62997	1.50394	1.48422	27.36135
13.03378	0.00319	0.81194	3.93519	0.85058	16.37705
9.58066	0.00887	1.85594	0.75059	0.8625	19.77443
7.33446	0.00506	1.75872	1.64712	1.12059	23.91679
6.06235	0.00754	1.29618	1.47731	0.68511	21.64377
7.39714	0.00242	1.49443	4.01768	1.19068	21.23593
19.88415	0.0027	0.93215	3.23185	1.45891	23.67299
13.63576	0.00511	0.5859	4.17282	0.88045	18.07139
8.31903	0.00869	1.41316	1.17053	1.40865	26.71997
5.08038	0.00708	0.54688	4.51857	1.47794	25.78596
9.71598	0.00393	0.66929	1.88009	0.83723	19.03857
5.92492	0.00518	1.32429	3.12253	1.07367	22.56452
14.1799	0.0057	0.80051	2.33492	1.49199	28.66188
14.97978	0.00638	1.37969	1.99792	1.21916	26.66546
17.92892	0.00222	1.89232	2.748	1.22413	23.23407
5.62786	0.00549	1.24285	0.1443	0.64232	18.34584
11.80316	0.00122	0.43373	3.20761	1.2683	16.69491
16.20493	0.00297	0.81214	2.19252	1.2048	21.7471
18.41917	0.0081	1.99638	4.30967	0.77646	22.077
10.33533	0.00493	1.62299	3.21774	1.30977	25.23906
14.02613	0.00724	0.35621	3.03956	1.10346	22.33395
9.56052	0.0016	1.24952	3.43496	0.66601	14.99726
11.63841	0.00849	1.9217	0.56586	0.68398	17.52841
9.52847	0.00933	1.87161	3.80038	1.16889	25.40895
9.59432	0.00847	1.36523	0.14702	1.29437	18.25451
8.6365	0.00556	1.51187	3.47332	1.10576	23.63123
10.42102	0.00276	0.50575	0.87226	1.0921	21.16584
15.0926	0.00694	0.59338	1.96811	0.97986	22.04898
8.18124	0.00503	1.33075	2.67795	1.28738	26.14645
19.79525	0.00195	1.67587	2.75003	0.8439	20.74433
5.03127	0.0067	1.77257	4.65085	1.32347	25.02124
11.80111	0.00493	0.89685	3.74101	0.83997	18.7277
11.75126	0.00992	1.35564	2.91037	0.91635	24.29093
13.21632	0.00713	0.45264	0.18109	0.98655	24.918
17.57499	0.00247	1.19044	4.36407	0.95505	18.18332
9.65635	0.00514	1.91931	2.39374	0.82296	21.51796
6.9161	0.00222	1.44209	0.79136	1.44674	24.0404
16.82973	0.0089	1.73561	3.56889	0.64279	21.64296
16.57494	0.00933	1.8616	0.3768	0.97482	17.81629
16.75272	0.00126	1.74499	2.31134	1.38373	24.32869
11.83883	0.00821	1.45992	2.77668	1.12399	26.10894
13.53452	0.00699	0.56483	2.40931	1.46245	27.28881
12.63423	0.00502	1.58845	2.93979	1.47178	26.84743
10.47702	0.00479	0.98296	2.80291	1.09217	21.49554
19.6615	0.00724	0.7011	1.12393	0.51517	18.41776
19.35052	0.00936	1.31437	3.10125	1.46297	29.72082
19.14194	0.00742	1.4968	2.81607	1.43714	28.23984
13.77279	0.00492	1.57719	1.56623	0.873	23.30638
7.19023	0.00362	1.31113	2.60791	1.20646	23.94153
19.24957	0.00167	1.67326	4.03423	0.80668	18.18098
19.64932	0.00539	0.84542	4.76666	1.11179	21.92762
10.47458	0.00591	1.81713	3.93165	1.41636	25.92264
12.09408	0.00289	0.39456	4.38379	1.06243	16.35432
13.60843	0.00545	1.85922	3.05226	1.36523	25.57531
10.09399	0.00822	0.53231	1.84822	0.53137	16.59492
5.9017	0.00745	1.70829	3.85506	1.15376	24.47693
18.79334	0.00907	1.27075	4.34424	1.34813	28.1486
19.20222	0.00715	1.97842	3.4212	1.14995	24.70415
18.94067	0.00105	1.08392	1.05793	0.94565	22.83215
16.71041	0.00887	1.64406	1.90514	0.51111	19.18618
18.1445	0.00875	1.71215	1.99566	0.62062	21.52893
13.12108	0.00252	1.30953	2.21788	0.90083	20.69856
15.01255	0.00146	1.00582	1.93853	0.60875	15.90158
16.80352	0.00556	1.58941	0.37242	1.01033	19.25163
15.75875	0.00445	0.86322	1.29287	1.13159	24.89065
7.74407	0.00636	1.10778	0.18546	0.99989	20.2842
17.94317	0.00989	1.87894	2.80621	1.37667	27.63595
12.78787	0.00884	1.0402	0.28532	0.99322	22.39782
14.49754	0.00756	0.79592	2.34825	0.97682	22.23701
5.59863	0.00478	0.74924	1.17297	1.27237	26.46173
6.22585	0.00881	1.23014	4.51804	1.12453	24.07462
6.73383	0.00636	0.95397	3.67089	0.52301	15.16929
14.94177	0.00353	0.67668	1.7635	0.82119	19.11678
13.34126	0.00764	0.80959	2.64661	0.8686	21.62306
8.41333	0.00394	1.15278	3.4234	1.33826	23.91555
13.28043	0.00973	1.32662	0.99673	1.41364	26.97084
17.85053	0.00882	1.93984	0.93861	1.09697	22.73002
10.30006	0.00958	1.45717	3.34837	1.26271	27.51632
11.47288	0.00236	0.57602	1.2409	1.27834	21.9488
8.65208	0.0068	0.66105	1.48131	0.73385	20.4288
13.41907	0.00201	1.45085	2.59768	1.14021	22.94371
8.67293	0.00762	0.78097	4.4996	1.3618	25.2585
11.2016	0.00244	1.49545	1.62556	1.21909	24.6317
13.94638	0.00135	0.9382	2.27355	1.3261	21.89984
7.62799	0.00137	0.55298	4.23805	0.68089	13.738
18.40706	0.00822	1.92356	1.71663	1.14205	25.13287
16.7101	0.00886	1.78385	2.35484	1.27283	26.6587
19.53669	0.00125	0.92757	4.31787	1.31705	20.13513
8.21564	0.00243	1.36998	1.96845	1.3014	25.25771
13.46562	0.00939	1.19687	2.72462	0.51841	17.17838
16.24776	0.00149	1.2856	3.8108	0.8807	17.03057
18.31716	0.00556	1.7549	4.61149	0.66544	19.39089
15.92581	0.00988	0.76424	1.38333	0.87934	23.60167
10.97997	0.00941	0.28291	3.49275	1.18745	23.32284
15.66587	0.00526	1.60377	1.05231	1.06453	24.00244
10.99366	0.0011	1.73571	0.48142	0.53826	17.43523
11.09246	0.00947	0.54174	0.84629	0.67309	21.29066
17.54046	0.00121	1.41762	2.64565	1.39013	24.86468
16.87617	0.00388	0.45626	1.40201	0.86476	19.12728
10.84882	0.00913	0.69802	3.93469	1.4006	27.16627
11.06601	0.00842	0.25417	4.56535	1.3977	25.1397
7.19346	0.00727	0.43061	2.93402	1.3748	24.72355
12.84294	0.00198	0.50629	1.41617	0.81987	15.83089
18.70055	0.00356	1.04048	3.4859	0.61526	16.11351
9.3216	0.00277	0.96914	3.09412	0.88155	17.4899
15.56388	0.00345	1.86432	4.21485	1.02559	21.36308
10.23073	0.00842	0.77706	3.48824	0.73405	20.25478
10.02405	0.00759	1.38635	1.58899	0.94843	25.0209
10.0178	0.00658	1.13367	4.25486	1.08318	21.97752
12.24337	0.00695	1.38167	1.81449	0.70972	21.96064
17.3103	0.00425	1.63612	3.20581	1.3752	25.7044
5.24498	0.00431	1.26866	0.42078	0.55461	19.27133
5.50288	0.00382	1.62779	0.13338	0.60443	17.74279
17.0949	0.00262	0.69647	1.67891	0.705	16.86249
8.0749	0.00318	0.92209	3.3191	1.10905	20.44931
6.54997	0.00906	0.41574	3.68181	1.31143	24.80364
8.62167	0.00799	1.9444	1.99424	0.9701	23.53636
13.16423	0.00134	0.82986	2.92644	1.10054	18.84198
18.47207	0.00127	1.33243	2.325	0.62499	17.12205
19.14479	0.00907	0.99143	1.41342	0.80752	23.52065
16.28133	0.00163	0.64727	2.62183	1.45377	21.7375
6.24877	0.00653	1.61683	0.63754	1.42781	22.32552
10.82195	0.00479	1.86848	4.99563	0.73144	18.65846
19.25689	0.00657	1.82932	4.76083	0.60665	19.05972
17.8431	0.00943	1.85479	3.25777	0.97809	24.60141
18.76176	0.00328	1.87718	2.39603	0.73181	20.52889
15.86573	0.00676	0.30184	3.12392	1.32297	23.27806
9.6824	0.00361	0.45896	3.27874	1.2157	20.86722
11.64662	0.00346	0.89765	3.85077	0.94956	18.19403
15.35387	0.00491	1.02644	2.49552	1.24188	24.68304
16.58727	0.00642	1.35036	4.19203	1.33692	26.10856
13.01737	0.00503	1.2127	1.9252	1.0742	24.66969
11.11757	0.00787	1.04881	3.04377	0.52647	16.55243
16.23786	0.00254	1.16897	4.62383	0.91286	17.15172
9.338	0.00984	1.63516	2.57886	1.01543	25.23104
17.34259	0.00353	1.5978	2.50758	1.30764	25.31411
13.80111	0.00611	1.04268	2.74515	1.38267	27.45518
19.32705	0.00472	0.34544	0.72962	0.95295	21.49511
12.96639	0.00435	0.37555	4.91043	0.70482	15.66744
14.89462	0.00598	0.85351	3.52047	1.24197	23.18538
16.68269	0.0072	1.95328	3.83577	0.78576	21.86691
18.1606	0.00732	1.70748	4.55284	0.72885	21.59649
18.57552	0.00938	0.75543	4.36287	1.05447	23.12964
11.90623	0.00742	1.09352	3.57568	0.62346	18.27974
15.72604	0.00208	0.29738	1.43695	0.52281	14.69256
14.55862	0.00347	1.42221	3.01417	1.05627	22.30308
6.51879	0.00603	0.72007	0.15737	0.76805	23.34189
7.91692	0.00865	0.36204	0.10057	0.90302	23.2463
13.77943	0.008	1.11453	3.35786	1.17852	25.20534
18.8722	0.0071	1.521	1.22917	1.16108	25.67828
16.10391	0.00216	1.74131	2.00117	0.81243	21.23147
17.35093	0.00204	1.32341	3.16182	0.86545	19.21491
15.30764	0.00715	0.75144	1.75581	0.9706	22.29481
16.78152	0.00734	1.71305	1.68517	1.33082	26.39899
18.08906	0.00523	0.28539	4.9535	0.57421	15.74817
18.06069	0.00248	0.88258	0.42789	1.27788	25.648
6.94633	0.00473	0.97441	3.0096	1.22498	22.44489
6.74778	0.00531	1.86216	3.78798	1.38502	24.99038
6.33713	0.00975	0.67854	2.19264	1.0006	22.90194
5.99917	0.00443	1.16486	0.44014	1.38844	23.16426
16.70587	0.00348	1.89837	1.93994	1.23724	24.243
14.33679	0.00482	1.15465	1.30249	0.90876	23.83759
19.94803	0.00782	0.73909	4.00564	1.34582	25.89259
10.36226	0.0021	1.58843	0.55453	1.03759	20.80169
14.57316	0.00152	0.92637	1.46511	1.04454	20.92875
5.71111	0.00458	1.24971	3.61384	0.81045	18.89712
14.11893	0.00405	0.43365	2.80503	1.2233	21.68016
18.34503	0.00287	1.38289	4.78692	0.60874	15.44776
18.31207	0.002	1.51371	3.55066	0.89947	19.78193
8.9386	0.00713	0.59522	1.26197	0.72515	20.58097
16.99615	0.00462	1.46119	1.80383	1.32866	26.47446
17.04778	0.00593	1.6235	2.1942	1.30681	26.32856
12.05639	0.00935	0.32746	2.84692	1.11407	23.08463
12.88051	0.00999	1.15691	0.34184	1.15174	22.30478
11.83012	0.00817	0.90648	4.52224	0.6023	17.42925
11.67441	0.00728	1.63071	0.25464	1.08016	17.87568
11.26115	0.00811	1.89303	4.59658	0.92299	22.76314
17.24696	0.00572	0.42175	1.48284	0.92952	21.42706
15.14973	0.00571	1.38935	1.04738	0.70992	22.82877
18.36028	0.0036	1.36314	4.11779	0.66438	16.92023
7.54022	0.00648	0.94727	2.38619	0.55333	16.3008
16.2406	0.00111	1.9612	0.69321	1.31146	21.16708
17.27247	0.00662	1.98745	0.9891	1.28663	23.49456
15.188	0.00705	1.95526	2.01098	1.39757	26.13561
12.98128	0.00351	1.71913	3.93066	1.06655	21.97584
16.05133	0.00923	1.66703	3.38138	0.98743	24.87913
13.81051	0.00825	1.95496	3.26146	1.1371	24.92051
8.90678	0.00341	1.75968	1.50235	0.59292	19.55175
17.57246	0.00102	1.88081	4.28525	0.89846	18.13863
17.48903	0.00584	1.22266	3.52644	0.86767	21.20901
14.74662	0.00339	1.85942	0.17579	0.86743	17.48825
14.49551	0.00275	0.76443	0.92795	1.1731	24.67881
10.24085	0.00473	0.77188	0.75548	0.83592	21.41175
9.02827	0.00317	1.38318	0.42328	1.37021	21.61646
15.98928	0.0032	0.33806	1.33221	1.44985	22.74416
16.59433	0.00406	1.72384	4.7876	0.94318	21.04667
14.56292	0.00191	0.43452	4.49849	1.09114	15.12992
12.97975	0.00439	1.86387	3.99939	0.65792	18.43241
15.89499	0.00835	1.16451	3.93846	0.76593	21.32149
13.21458	0.00171	1.45634	4.6073	0.51189	14.30988
11.08369	0.00742	1.12869	3.0506	0.67268	19.79123
5.50179	0.00818	1.19884	1.17729	0.85425	24.72807
13.9794	0.00388	0.26098	1.43348	1.39707	22.5051
10.55824	0.00812	0.73735	4.08497	1.22043	23.65093
17.32076	0.00126	1.64854	3.84048	1.09797	20.82277
9.36578	0.00442	1.59172	0.49069	0.73238	18.9092
16.68258	0.00403	1.82361	1.43807	1.16473	24.12327
14.30548	0.00693	0.90999	0.95217	1.37525	28.63531
19.07274	0.00114	0.82966	2.93588	1.4528	21.66539
17.69876	0.0051	1.95226	0.9498	0.74199	20.05441
13.24094	0.00894	1.50238	1.94154	1.30355	27.37801
11.98736	0.00803	1.1051	0.64066	1.0929	25.08745
6.87499	0.0085	1.84218	4.2989	1.39039	26.72496
9.45513	0.00928	0.46819	3.63637	0.80703	21.04222
14.38407	0.00616	1.60507	3.03161	0.84933	22.48426
19.14778	0.00541	0.98963	0.32044	1.08594	23.74745
13.49198	0.00791	1.57826	1.26135	1.45377	26.5817
16.43659	0.00736	1.29747	0.40203	1.23898	22.19248
11.10125	0.00299	1.13881	4.53478	0.86564	16.53816
5.21097	0.00926	0.48655	1.46091	1.2258	26.05475
15.11373	0.00687	1.56194	4.19932	1.39453	27.03878
10.06442	0.00692	0.40671	3.09691	0.9803	21.23475
7.85351	0.00803	1.44971	0.76749	0.51198	18.7743
14.33487	0.00309	0.53392	1.2279	0.86735	19.15414
7.52898	0.00474	1.92107	2.11583	1.43289	25.2856
11.30901	0.00821	1.82493	1.51785	1.33908	25.76793
14.06935	0.00785	1.34046	3.39325	1.24667	26.80774
13.75277	0.00106	1.99005	1.18249	1.09633	22.22414
17.20389	0.00936	1.74909	3.92724	0.56937	20.18801
19.69424	0.0013	1.09103	2.43244	1.08763	20.85514
10.77405	0.00337	1.92469	0.49501	1.28689	19.20102
9.7315	0.00349	0.478	2.90656	1.48874	22.40306
5.65349	0.00977	1.84023	2.9191	1.37847	27.02576
13.10942	0.00698	1.85964	2.66505	0.90997	23.08617
17.62622	0.00126	0.44901	2.47649	0.76725	14.259
10.43466	0.00201	0.35317	3.60198	1.15691	15.93908
17.55746	0.00783	1.73306	3.37394	1.45036	27.76125
10.33805	0.00288	1.09617	3.33885	0.7924	16.65148
14.62258	0.002	0.58349	1.33484	1.23513	21.51227
14.78008	0.00968	1.14052	0.43287	1.03098	23.23619
7.68559	0.00462	1.55346	2.42607	1.32558	25.58116
15.27709	0.0041	0.61604	1.18403	1.0319	21.58014
19.90594	0.00386	0.80709	0.81079	0.87118	22.19497
6.82508	0.00308	1.082	2.34156	0.82287	19.21621
6.91954	0.00276	0.33307	2.81395	0.98266	15.30857
15.68369	0.0085	1.21852	0.38216	0.69012	20.78241
14.5747	0.00109	0.56718	1.2395	1.27353	21.30441
12.54368	0.00166	1.649	3.39714	0.78468	18.50982
18.66442	0.00123	1.54601	0.29465	0.96742	18.78245
12.48785	0.00475	1.18002	1.42959	0.55277	19.37701
7.03033	0.00771	1.0958	2.47479	0.52201	16.37055
14.33915	0.00102	1.21386	3.27612	1.08148	19.65867
14.59039	0.00557	0.66062	1.59835	0.75954	20.32136
14.14223	0.00372	0.48167	3.42483	0.7431	15.81779
14.06536	0.00947	1.66978	1.75426	1.01122	25.14052
12.5622	0.00703	0.75328	0.87839	0.77827	21.40753
6.89862	0.00893	1.97837	1.09482	0.76122	19.94336
7.44074	0.0053	0.66536	4.79972	0.53217	14.84547
5.39682	0.00105	0.44307	1.85344	1.07081	15.08719
13.42003	0.00293	1.8409	1.03656	0.99568	22.27073
8.418	0.0042	0.98888	0.88395	1.32534	26.97724
18.5182	0.00535	1.72109	0.49585	1.1702	20.2744
14.19678	0.00852	0.67321	2.47277	1.00845	22.57848
14.65184	0.00343	1.84107	3.57794	0.66363	18.45045
18.81062	0.00538	1.73213	0.88127	0.82088	21.56539
12.60757	0.00713	1.27271	0.76845	1.37643	25.57187
6.33867	0.00931	1.70645	1.53768	1.33086	26.06164
17.92024	0.00288	0.52599	4.18191	1.30806	21.19224
17.10523	0.00483	1.42092	3.84756	1.4786	27.23773
5.32854	0.0035	0.96179	2.77923	1.21162	21.29933
15.22686	0.00733	1.89319	4.55213	1.30504	25.67161
18.58277	0.00326	0.415	1.59037	0.76085	16.77135
5.20876	0.00835	1.40495	3.28245	0.95807	23.41741
19.80998	0.00549	1.32006	3.64036	0.51483	16.24926
18.60316	0.00874	0.80482	3.28183	1.35336	27.30882
18.86841	0.00515	0.57446	3.7389	1.22956	22.33116
13.87895	0.00159	0.419	3.66433	1.03951	14.58066
5.15864	0.00576	1.31762	4.09737	1.10228	21.90833
19.55734	0.00544	1.82015	1.7855	1.48441	26.52654
9.13903	0.00707	0.5888	0.52414	0.63273	20.62995
9.48125	0.00961	1.46475	1.65338	1.46133	27.95448
15.75283	0.00391	1.8871	1.94808	1.20343	24.19382
17.37515	0.00145	1.80718	1.88119	0.76721	20.64219
18.72092	0.00867	1.81627	3.06125	0.5298	18.8516
18.55855	0.00396	1.12616	0.3945	1.00167	22.96313
7.91069	0.00809	1.60315	3.62089	0.90548	23.06692
5.85798	0.00132	1.30157	2.24629	1.48808	25.65282
13.23273	0.00525	1.71308	3.09662	1.32351	25.49193
11.11569	0.00729	1.7338	4.35238	0.8436	22.07901
6.7274	0.00901	0.42828	2.87987	0.97603	22.07079
7.09607	0.00376	0.81576	1.94637	0.98645	20.64454
5.53112	0.00251	0.913	2.2332	1.31474	22.57056
14.08445	0.0042	1.48124	3.25721	1.1873	24.06461
10.422	0.00421	1.2993	0.18792	0.71439	18.63145
7.32546	0.00542	0.78597	4.64191	1.49153	24.976
10.13287	0.00918	1.11581	0.70184	0.57819	20.72915
18.39322	0.0036	0.85718	3.04891	0.56421	15.48494
11.36759	0.00389	0.42872	3.78318	1.28162	21.54819
17.39337	0.00715	1.31443	4.61634	1.03141	22.76922
12.85306	0.00706	1.57558	0.20967	1.42035	17.97688
11.24233	0.00315	1.69677	3.17357	1.24773	23.65756
10.81076	0.00481	1.8661	2.03844	0.97325	22.829
19.46706	0.00955	0.34514	1.82235	0.71521	21.30444
8.40415	0.00802	1.47173	0.72085	1.00755	22.58025
7.21296	0.00495	0.52669	2.24	0.68579	16.15207
14.87453	0.00903	1.97329	0.55744	0.85771	18.25582
9.45761	0.0091	0.48438	1.93948	1.3738	27.58506
6.38105	0.00374	0.42858	3.57697	1.43909	22.11436
