k_all	ksat_all	RCm	RCbeta	soilD_all	error
18.84676	0.00808	1.50722	1.11771	0.98456	24.82738
15.40541	0.00356	0.80814	2.45977	1.00081	20.7667
13.86961	0.00108	1.29419	2.26821	0.78167	18.91426
13.34595	0.00834	1.03255	3.18778	0.81789	21.57679
10.99592	0.00334	1.1921	1.76858	0.73319	20.054
14.0107	0.00142	0.50439	2.29064	1.40815	21.20248
11.73443	0.00853	0.27317	3.14629	0.73305	19.49425
15.82108	0.00948	0.95307	3.31808	0.70519	21.13558
5.82967	0.00951	0.7	0.47708	0.91319	25.56541
15.33068	0.00846	1.042	3.43706	1.44474	29.63599
7.53389	0.00292	1.58027	4.10292	1.0439	20.49814
15.31917	0.00796	1.84107	3.73794	0.6343	20.80367
7.33337	0.0094	1.4133	0.66837	1.27573	23.55389
6.59338	0.0063	0.77615	4.15506	0.51659	14.87655
9.1924	0.00495	0.91192	1.50219	0.54598	17.14395
9.14022	0.00552	1.52729	4.19989	0.58953	16.53262
19.43794	0.00336	0.54199	4.09071	0.67789	15.5096
10.22638	0.00862	1.47958	2.23447	1.41373	28.00208
7.18633	0.00791	1.83048	2.93748	0.63622	20.37803
14.44268	0.00244	1.83769	1.10684	1.38341	24.00094
14.03095	0.00268	0.42749	0.74039	1.39344	24.71502
14.17094	0.00721	0.65747	0.44139	0.93761	25.15089
6.76009	0.00172	1.15177	4.79741	1.41183	20.63833
9.26976	0.00425	0.64686	4.13706	1.16895	20.91639
5.31916	0.0018	0.77575	3.26999	0.57476	13.75417
8.85387	0.00109	1.88394	4.21353	1.16916	20.05675
10.32207	0.00798	1.99162	3.36839	1.43666	26.7786
14.14667	0.00638	0.85961	0.52615	0.72975	22.86736
6.4567	0.00795	1.39928	4.93978	0.64968	18.31083
16.41008	0.00455	0.49801	2.31898	0.58781	15.97749
15.41913	0.0051	1.23763	0.60387	0.78929	22.65832
15.88669	0.00193	0.96582	1.04739	1.28919	27.07519
19.29121	0.00157	1.94859	1.79369	1.40312	24.43172
18.54212	0.00511	0.7743	1.59179	1.43726	29.41003
19.86148	0.00324	1.14953	2.10327	0.52499	16.45819
14.84784	0.0011	0.98721	4.97756	1.35722	19.47726
19.68055	0.00999	1.10322	2.67819	1.32705	29.84004
9.87499	0.00146	1.54945	2.98103	0.86439	19.28826
15.57988	0.00774	1.05284	2.31101	0.60674	19.81505
7.7369	0.00573	1.49507	0.87118	0.77371	21.65035
5.71246	0.00762	0.63207	3.78956	1.43758	26.24154
15.00876	0.00875	1.39532	2.28914	1.28006	27.79187
14.99116	0.00303	0.69822	4.70024	0.87735	15.95099
19.50029	0.00921	0.96604	3.87718	1.31061	27.09136
18.35019	0.00806	1.84604	2.96358	0.68888	21.84826
16.81766	0.00121	0.5276	0.68229	0.58334	15.83247
8.95199	0.00796	0.79301	4.87818	0.59534	16.69628
18.50449	0.00403	0.66963	4.59409	1.4236	22.68978
9.79137	0.00956	0.93897	4.95765	0.77787	21.05566
17.47068	0.00532	1.58244	4.96248	0.73525	19.40183
11.0458	0.00797	1.26048	1.75244	0.87694	24.15966
12.87249	0.00271	0.92539	1.42937	1.12413	23.17826
18.75849	0.00769	0.26439	3.11831	1.32119	23.7415
5.53889	0.00269	0.3953	4.2134	0.50107	14.09005
5.98172	0.00307	1.66473	3.82399	0.7222	17.57894
17.22165	0.00162	0.58109	2.39926	1.16919	19.70573
13.21246	0.00321	0.91368	4.67775	1.09688	19.54889
11.254	0.00818	0.4197	3.32646	1.35653	25.28756
14.12714	0.00778	1.08538	1.05371	1.12933	27.14664
8.37656	0.00104	0.94525	2.84109	0.77807	14.80986
6.25716	0.00672	1.27207	0.58695	0.63118	20.52422
6.08407	0.00656	0.71799	3.03541	1.36111	25.13989
10.14918	0.00469	1.59019	4.42844	0.64219	17.04996
11.15755	0.00471	0.59958	1.95018	0.9804	20.93429
13.0309	0.00975	0.48277	4.35738	1.19151	23.76148
11.47021	0.00597	1.81379	4.77577	1.06893	22.76085
6.27064	0.00996	1.23493	1.62999	1.38114	28.38854
8.45319	0.00625	1.73348	3.02529	0.97976	23.09468
16.03313	0.00421	0.75774	2.92092	0.65986	16.57462
12.52974	0.00284	0.84625	0.1707	1.16669	23.32219
12.33444	0.00731	0.39776	0.1274	1.14525	27.32021
19.1065	0.00686	0.27055	4.46707	1.34425	23.47524
19.09763	0.00194	0.38443	4.72325	0.55579	14.78425
15.76514	0.00945	1.13333	0.37926	0.87292	22.27649
5.85381	0.00654	1.47789	2.79927	0.89478	22.63776
6.16478	0.00414	1.64228	2.75522	1.44522	25.71142
7.18761	0.00874	1.36184	4.77466	0.87126	21.68524
6.87915	0.00311	1.44203	4.796	0.82044	16.5561
9.89453	0.00919	0.75037	3.4912	1.39811	27.61045
12.00153	0.00462	0.34018	1.49545	1.10414	21.43375
18.24369	0.00165	1.89185	0.64806	1.46882	21.59116
6.40695	0.0069	0.93715	1.77989	1.47409	29.64767
5.17388	0.00599	0.72732	1.69678	0.58047	16.15509
9.00468	0.00401	1.4381	3.18522	1.31133	25.11473
8.18216	0.00464	1.44089	2.46451	1.3915	26.41349
9.43945	0.00489	0.32001	4.02022	0.69318	15.74093
19.46445	0.00625	0.73325	4.02954	1.24846	22.97622
16.33334	0.00508	0.9445	1.04962	1.3253	28.2147
19.14233	0.00972	1.68324	2.73162	1.14903	26.58266
14.7174	0.00321	0.79902	2.85247	1.48729	24.34972
8.2347	0.00527	1.11606	1.0279	1.3436	26.88438
5.00045	0.00506	1.39474	0.22435	1.39174	18.75998
19.83773	0.00837	1.08963	4.57024	1.36934	27.22863
9.79358	0.00149	0.81772	1.04832	1.27554	24.79021
6.06147	0.00893	1.02963	4.02228	1.27638	25.86638
8.46382	0.00816	1.32836	4.63653	1.48293	28.79573
11.25049	0.00551	1.84922	0.69234	0.57091	17.54383
9.07338	0.00475	1.12943	0.72982	1.06363	24.81969
11.82165	0.00581	1.00086	3.03339	0.68953	18.51059
12.50006	0.0073	0.77628	1.26213	1.01452	24.37045
10.49784	0.00477	1.60233	3.84367	1.30951	24.87751
16.24026	0.00917	0.53619	2.43141	0.65526	20.12136
8.27923	0.00808	0.60111	0.47106	1.3385	28.99303
11.38147	0.0011	1.81883	3.82983	1.28823	21.57142
10.67447	0.00836	0.3596	2.77958	0.57254	16.80011
7.80904	0.00715	0.39082	2.72753	0.86692	20.18207
11.0722	0.00785	0.77227	2.83419	0.50316	15.76555
7.51541	0.00772	1.20416	2.88306	1.49678	29.22503
13.75038	0.00378	0.31454	3.51923	0.68717	15.25383
14.11645	0.00405	1.61641	3.6494	0.81078	20.38459
19.04004	0.00795	0.29709	3.57232	1.45326	26.42474
14.79927	0.00745	1.19637	3.96525	0.61787	18.51398
12.31853	0.00557	0.32355	2.98038	1.20828	22.07554
9.74733	0.00308	1.67068	1.59902	0.60829	19.91796
8.41525	0.00542	1.96731	4.23473	0.74302	19.47893
7.30349	0.00809	1.68333	2.31588	0.73642	22.14175
7.15279	0.00853	1.57767	2.0546	1.29755	26.70361
7.47791	0.0017	1.52078	2.81086	1.00827	20.81328
9.43498	0.00144	0.67305	3.0428	0.60026	14.14848
7.71983	0.00639	0.56598	3.87767	1.2231	22.37164
15.49526	0.00489	0.48282	4.85213	1.42867	22.93976
9.16087	0.00951	0.61308	3.57227	1.40428	27.41756
6.0258	0.00179	1.55312	3.10618	1.00083	20.25839
13.55524	0.0039	1.06508	3.28663	1.12695	21.36138
7.90961	0.00392	1.32265	4.93726	0.87441	17.75366
19.33022	0.00641	1.80102	3.28278	0.98749	23.54742
8.81177	0.00567	1.98189	3.17993	1.05656	22.86011
6.35729	0.00857	0.37271	2.76791	1.29511	24.38956
7.55856	0.0065	0.90371	0.47014	0.97998	24.97155
9.68539	0.00911	1.50855	1.35749	0.56945	20.48159
16.72902	0.00797	0.78876	2.54127	1.36622	27.96242
11.92767	0.00746	1.59956	0.32691	0.92566	18.38372
10.49809	0.00293	0.48761	0.48899	0.56333	16.43099
5.81196	0.00948	1.11314	4.18182	0.79402	21.13334
19.18457	0.00908	0.66284	3.69833	1.04285	23.04085
18.80235	0.00901	0.82277	2.09002	1.38445	30.74113
6.82563	0.00101	0.801	4.94514	0.90132	13.59363
13.53176	0.00787	1.05382	3.97158	0.60099	17.83091
16.33915	0.00211	0.26573	4.77506	1.39387	19.63146
6.15583	0.00581	1.43763	1.79767	1.32423	26.3202
6.74026	0.00339	1.9066	1.98967	1.14234	23.01711
13.87268	0.00886	0.43791	3.77878	0.58874	17.71084
12.97511	0.00504	1.5928	0.86313	0.57514	19.41113
16.41846	0.00436	0.92036	1.96741	1.22123	24.54924
8.94375	0.00317	1.04253	0.98724	1.20301	26.23983
11.67412	0.00779	1.18018	4.74946	1.08832	22.87305
17.92027	0.00357	1.38565	1.45485	0.74479	22.30325
19.38742	0.00714	0.26089	0.135	0.85135	22.04248
16.7388	0.00323	0.99097	3.73222	1.09501	20.72832
16.69082	0.00868	0.31997	1.87587	1.45487	27.94706
11.73905	0.00746	1.29391	3.94059	1.23893	25.44488
12.10176	0.00957	0.76783	1.63198	1.13867	26.63104
18.63457	0.00947	0.27289	3.89947	0.9045	22.30313
11.60124	0.00317	1.46405	2.16603	1.12053	24.17036
18.31849	0.00797	1.94935	0.85407	1.48461	23.5127
12.1628	0.00445	1.56877	1.35214	0.73201	22.04106
6.61755	0.00432	0.69536	0.65296	1.13948	25.72973
9.96395	0.00402	0.69198	0.17978	0.76764	22.87375
18.48599	0.00846	0.45932	4.73574	1.16468	23.25634
15.8165	0.00309	0.61976	3.67687	0.72916	15.47076
13.71442	0.00636	0.65838	1.25367	1.06977	23.67853
5.59468	0.00738	0.94039	3.25127	0.9416	21.32184
18.51984	0.00774	0.90116	0.86112	0.82881	24.25843
19.69925	0.00264	1.03479	1.84804	0.65745	18.439
10.7499	0.00596	1.53277	0.95671	0.62733	20.53485
14.47471	0.00321	0.86522	0.43234	1.3369	25.85127
19.2776	0.00349	0.94855	1.62942	0.90632	21.25432
15.62121	0.00772	0.52039	4.44949	0.72893	19.33355
17.58481	0.00785	1.94298	3.11469	0.7651	22.22986
10.86432	0.00794	1.21947	4.5993	0.73656	20.25269
13.6676	0.00935	1.40261	2.83744	1.43478	28.97996
6.66161	0.00253	0.799	4.33684	0.80007	14.72008
5.93666	0.00319	0.57412	4.18413	0.9582	15.69039
15.34367	0.00658	0.68393	1.19808	0.64777	20.32714
12.21114	0.00944	1.55681	2.96163	0.78146	23.12178
13.99533	0.00625	0.45162	2.75375	0.96634	21.15973
15.91828	0.00776	1.71609	0.25663	1.32464	17.80301
19.76005	0.00853	0.87082	4.98589	0.70745	20.49216
19.53565	0.00712	1.01981	0.105	1.48842	20.8647
8.28792	0.00773	1.92165	3.32452	1.29024	25.56977
11.50408	0.00611	1.70834	3.42809	1.45458	26.79859
16.94268	0.004	0.5085	0.25725	0.88491	21.51731
6.35371	0.00394	1.64431	0.11636	1.36893	17.50714
7.16013	0.00494	0.96502	4.39259	1.26279	21.89213
9.77848	0.00526	1.23489	1.84361	1.11943	25.74383
15.60685	0.00596	1.17084	2.49616	0.50318	16.37095
6.90057	0.00254	0.58726	1.71029	1.254	21.28747
10.5053	0.00476	0.85786	3.41668	1.2294	21.93048
10.97306	0.00739	0.63853	1.79829	1.49497	30.7885
8.53385	0.00261	1.98376	2.00903	0.5293	17.5565
8.78768	0.00111	0.41632	2.69051	1.26648	16.5491
15.99309	0.00537	1.36491	4.32064	1.47735	27.2308
12.20439	0.0028	0.53185	2.01811	0.91338	17.00548
16.62677	0.00754	1.82501	0.52847	0.80035	18.57841
18.66271	0.00569	1.77009	4.90157	0.70762	19.99757
9.61999	0.00499	0.91014	1.26079	1.30846	28.36245
8.27621	0.00144	0.57886	2.86085	0.55876	14.19536
16.28536	0.00135	1.16875	3.84103	0.90028	16.46407
15.25264	0.00698	0.69925	3.29791	1.27775	24.2715
10.3265	0.00133	0.44518	4.55997	1.35382	16.93241
6.95465	0.00283	0.74134	2.50415	1.41536	22.49736
16.69382	0.0054	0.44998	3.25917	0.64778	16.77501
15.39445	0.00144	1.07001	1.31867	1.13652	24.06685
10.1343	0.00563	1.787	1.32008	1.31484	24.80282
9.56921	0.00114	0.70246	3.57393	0.90088	14.15198
11.51318	0.00868	1.92113	3.39681	0.90589	23.19954
14.87269	0.00982	0.25886	0.93345	0.89952	22.48279
12.38464	0.00338	1.54077	2.96398	1.40157	25.58332
15.16409	0.00747	0.29248	4.59403	1.13162	22.47285
15.48652	0.00379	1.76524	1.65747	0.98146	23.20169
19.44118	0.00723	1.86683	1.46817	1.31381	25.67796
7.2988	0.00725	1.62295	0.85704	1.26601	23.53472
16.90271	0.00752	0.31592	3.51783	0.8589	20.76084
16.76794	0.00117	1.24832	4.87399	0.51533	14.3799
14.10068	0.00644	0.61126	3.03918	1.3116	24.01216
13.26375	0.00355	0.82399	0.51651	1.22269	26.57102
6.96572	0.00851	1.81221	2.86632	0.50445	17.09304
14.00515	0.00261	1.32946	3.37037	0.63436	16.00325
7.59601	0.0023	0.88944	4.39697	1.44736	21.28255
10.47945	0.00303	1.10969	2.10992	0.56137	16.06691
7.09543	0.00318	1.75172	4.53701	1.16182	21.62897
5.23675	0.00882	1.09733	4.36401	0.82636	21.01259
15.17853	0.00279	1.88127	1.2433	0.62996	19.80597
19.22381	0.00248	1.41445	0.1298	1.15443	18.13837
14.01265	0.00385	0.90138	4.36724	0.72417	16.15989
12.97707	0.00772	0.41498	3.09427	1.16298	22.82048
8.55982	0.00766	1.95487	1.68029	0.58952	19.05437
16.40334	0.00748	1.41774	2.40893	0.72325	21.85299
16.42208	0.00106	1.05705	4.71005	0.82288	14.48147
14.98633	0.00713	0.69865	3.24933	0.90208	21.46195
16.28554	0.00645	0.40334	3.49483	1.18187	22.46181
8.94997	0.0035	0.42947	0.5865	0.8951	20.25776
14.57512	0.00434	0.69898	2.84968	0.79543	17.66802
15.61937	0.00842	1.69409	4.25375	0.56072	19.00269
12.29151	0.00619	0.80471	1.34286	1.29108	28.42128
14.78563	0.00819	1.54561	0.15501	0.8435	17.65445
18.78748	0.0014	1.43604	0.1271	1.49911	18.07766
19.22289	0.00295	1.21998	3.02112	0.94266	20.5608
14.40659	0.00134	1.29683	1.61648	0.74995	19.99516
8.12187	0.00453	1.42268	2.15867	1.1696	25.07556
10.90416	0.00988	0.32301	1.14293	1.31497	27.42571
6.71031	0.009	1.23452	1.07621	0.90772	25.10234
17.2982	0.00495	0.63281	2.48664	0.62953	16.97619
9.7094	0.00246	0.65163	3.74848	0.79178	14.83371
19.98791	0.00187	0.66098	3.88191	0.72839	14.70043
12.24766	0.00501	1.38125	4.42021	1.20846	23.11478
10.01715	0.0056	1.76549	2.39743	0.99934	23.39269
11.93535	0.00489	0.79167	4.56504	0.73685	16.6426
7.22219	0.00238	0.76461	3.11251	1.15428	19.98418
18.3618	0.00233	0.57487	1.67454	0.65842	15.83849
6.82098	0.00133	0.66532	0.86078	1.42462	26.58919
13.693	0.00679	0.30079	4.7749	1.48668	25.26646
12.41036	0.00135	1.68511	0.58116	0.70843	19.05604
5.3622	0.0062	1.66379	3.91091	0.71273	19.95709
6.50427	0.00867	1.99813	1.46396	1.04762	23.44909
14.95151	0.00666	1.90015	2.96107	1.38756	26.2721
5.49947	0.00386	0.87779	4.64455	1.1329	20.18395
9.98255	0.00251	1.71393	0.56792	0.76764	18.9968
13.30126	0.00996	0.52606	2.12284	1.24058	26.4683
12.43857	0.00832	1.46208	1.55194	0.86704	24.42599
10.92603	0.00436	0.50593	2.60134	0.99157	19.67834
9.46274	0.00448	1.23816	3.19528	1.28005	24.37066
9.56659	0.00621	1.19431	3.03024	0.83564	20.827
11.42489	0.00757	0.54522	3.42797	0.8056	20.17965
13.86233	0.00598	0.62731	1.94009	1.12179	22.31392
7.48884	0.00336	1.99115	4.46902	1.28871	22.46589
8.51611	0.00179	1.86606	4.13303	1.06058	19.89337
8.66955	0.00872	0.51074	3.96174	0.7414	19.74604
18.38537	0.00101	1.75861	3.11078	1.09946	21.45157
18.12888	0.00644	1.08939	2.40502	0.62101	19.61331
8.60605	0.00566	1.41124	0.84285	0.61224	20.49734
19.88695	0.00273	0.49028	2.72731	1.24497	21.36379
8.48212	0.00725	1.57705	4.48921	1.14034	24.24452
7.00593	0.00293	1.73829	0.79302	0.51264	17.52106
6.12556	0.00225	1.78843	0.15781	0.5936	17.86445
12.43759	0.00693	1.82251	0.1159	0.637	18.35375
14.30048	0.00596	0.91357	1.11721	0.90234	23.44403
16.79028	0.00905	0.60098	4.0656	0.83585	21.7514
5.81533	0.00813	0.65471	0.77822	0.68985	20.64856
9.848	0.00282	1.10987	1.20683	0.70178	20.03567
14.94422	0.00235	1.55155	0.99089	0.74667	21.76585
10.40079	0.00182	0.45334	3.83253	1.23717	16.99791
5.60955	0.00611	0.36119	0.15135	0.63851	19.71943
17.7239	0.00413	0.45679	1.52927	0.5925	16.32721
5.43648	0.00673	1.2012	2.9291	0.84631	20.85543
6.23624	0.00379	0.34141	2.2356	0.90232	16.03853
9.22864	0.00149	1.33321	0.10334	1.04478	18.03338
18.11613	0.00615	1.31921	3.06592	0.93334	22.42604
18.43102	0.00935	1.70229	0.52678	0.76219	19.05241
9.71834	0.00926	1.98262	2.40685	1.11214	24.86878
9.96408	0.00764	0.35135	2.47146	0.95898	21.57132
16.80194	0.00487	1.05889	0.21191	0.54471	20.37943
11.61944	0.00815	1.62403	4.16488	0.90724	23.0639
5.7267	0.00617	1.70372	2.70829	1.15691	24.43332
18.25808	0.00445	0.79873	2.67418	1.45779	26.01017
17.63049	0.00792	0.71007	0.44489	0.93237	26.19873
14.56441	0.00909	0.89179	1.16014	1.4061	29.75449
14.66787	0.00863	0.297	1.9606	0.94638	22.21515
8.03936	0.0089	0.79804	3.0158	1.27638	26.1113
8.06601	0.00672	0.37663	2.74937	1.30372	22.91574
13.51427	0.0055	1.08528	4.1835	1.35413	24.6244
11.42591	0.00102	1.44429	0.58621	1.10977	22.01207
16.6127	0.00507	0.78591	3.42053	0.79489	18.57404
8.71313	0.00181	0.59714	3.76332	0.79421	14.03319
8.29612	0.00218	0.29746	1.91315	1.49856	21.62532
15.90786	0.00307	0.3763	2.18125	1.21814	21.2276
17.66823	0.003	1.61949	3.06567	0.74836	19.97025
11.56833	0.00397	1.9117	2.50199	0.90127	21.66735
12.97703	0.0065	1.53273	1.34686	0.58107	20.68285
6.0992	0.00376	1.79954	0.11525	1.03678	18.02923
8.80105	0.00141	1.77005	2.07237	0.81583	20.34949
8.67104	0.00691	1.47973	0.52164	0.55645	18.51295
14.50431	0.00559	0.38111	3.30177	0.84055	18.18722
10.57207	0.00363	1.54341	1.03122	1.21646	24.25027
15.48733	0.00946	1.85562	2.6093	1.04033	25.04356
15.25615	0.00969	1.37046	0.53754	1.48925	23.66194
10.10929	0.00147	0.40282	4.41998	0.88692	13.947
6.00825	0.00665	1.70969	3.28024	0.73626	20.98913
8.20748	0.00893	1.64203	3.94306	1.44356	27.9793
17.34215	0.00877	0.44903	0.75926	1.40423	32.0855
12.38661	0.00634	1.97836	0.58802	0.58566	16.95959
13.98303	0.00994	1.1308	4.98991	1.05505	23.80213
13.71415	0.00738	0.73664	3.59128	0.70272	19.09198
10.21136	0.00549	0.29089	3.43376	0.52065	14.98337
14.26321	0.00678	0.57808	3.54483	0.95623	21.38137
17.36381	0.00607	1.75123	3.39662	0.59661	19.61022
15.98	0.00442	1.82081	0.63938	0.94596	20.10483
13.94573	0.00961	1.30487	2.62589	1.44644	29.43718
7.25191	0.00807	1.29531	1.1415	0.74597	23.52659
5.40546	0.00818	0.39135	2.33898	1.44555	26.93636
15.06211	0.00591	0.54373	0.11548	0.54692	20.8172
11.87093	0.00202	0.4836	2.38207	0.9415	15.46091
8.1087	0.00101	1.58599	2.70095	0.65607	17.24756
13.52627	0.00203	1.55471	3.23531	0.94747	20.26949
14.75537	0.0048	1.34661	2.05578	0.78954	21.43586
16.8759	0.00488	1.21327	4.49253	0.80844	19.16297
17.18936	0.00257	1.81881	2.39332	0.71109	19.99923
5.73206	0.00826	1.70604	0.2352	1.09796	17.26184
18.85842	0.00375	1.39584	4.82571	0.63838	16.44106
6.1278	0.00395	0.58546	0.61906	0.77166	20.18731
10.65263	0.00581	1.70579	1.50592	1.09763	24.29477
6.21002	0.00922	0.67445	2.68982	1.36305	27.35118
18.87268	0.00278	0.88945	1.61981	0.8202	20.33543
5.01441	0.00444	1.95184	1.63949	0.94562	21.97279
18.57246	0.0016	1.12353	0.55694	1.49068	25.03107
